Caption,Description,Id,Session
Fiscal impact standards; tax exemption or credit amendment; require comply - CA,HR 422,33194,2011_12
Hugh Carroll Butler Memorial Bridge; Chatham County; dedicate,HR 423,33208,2011_12
Tennessee River basin withdrawal; feasibility study; urge,HR 424,33218,2011_12
Public funding of social services; religious or faith based organizations; allow - CA,HR 425,33241,2011_12
House Study Committee on Procurement Policies of Georgia Departments and Agencies Regarding Businesses Owned by Minorities and Women; create,HR 426,33242,2011_12
2010 Milton High School girls lacrosse team; commend and invite to House,HR 427,33245,2011_12
2010 Milton High School boys lacrosse team; commend and invite to House,HR 428,33246,2011_12
"Boston, Mr. Ralph Harold ""Hawkeye""; commend and invite to House",HR 429,33247,2011_12
"Jones, Joey; U.S. Marine Sergeant; commend and invite to House",HR 430,33248,2011_12
"Doukas, Mr. Peter G.; commend and invite to House",HR 431,33249,2011_12
Cherokee Rose Foundation; commend and invite to House,HR 432,33250,2011_12
Clinch County High School football team; commend and invite to House,HR 433,33251,2011_12
Columbus Day at the Capitol; recognize and invite officials to House,HR 434,33252,2011_12
Legislative Fellows Program for Pakistan; commend & invite participants to House,HR 435,33254,2011_12
"Ford, Colt; commend and invite to House ",HR 436,33255,2011_12
African Hebrew Israelites of Jerusalem (Hebrew Israelite Community); recognize,HR 437,33256,2011_12
"Kate's Club's inaugural Grief Awareness Day; March 1, 2011; recognize",HR 438,33257,2011_12
"Georgia State Parks and Historic Sites Day; March 2, 2011; recognize",HR 439,33258,2011_12
"DeLong, Staff Sergeant John Michael; condolences",HR 440,33259,2011_12
"Georgia Free Clinic Network Day; March 16, 2011; recognize",HR 441,33260,2011_12
"Jenkins, Mrs. Ashley; commend",HR 442,33261,2011_12
St. Pius X High School; history; recognize,HR 443,33262,2011_12
"Turk, Mr. Hugh K.; condolences",HR 444,33263,2011_12
"Ransom, Mr. Kristoffer Ronald; condolences",HR 445,33264,2011_12
"Saxon, Miss Jenna Brooke; Georgia Watermelon Queen; 2011; recognize",HR 446,33265,2011_12
Cordele-Crisp County Fish Fry; cooking team; recognize,HR 447,33267,2011_12
"Burge, William J.; commend ",HR 448,33266,2011_12
"Banks, Effie Belle Patterson; commend",HR 449,33268,2011_12
YMCA of Georgia's Youth Assembly; commend and invite participants to House,HR 450,33287,2011_12
"Wood, Richard E. & Sarah E.; 50th wedding anniversary; recognize",HR 451,33288,2011_12
John Marshall Law School; faculty; staff; students; Board Chairman; commend,HR 452,33289,2011_12
"Sanders, Mr. Larry; retirement; recognize",HR 453,33290,2011_12
MetroAtlanta Ambulance Service; congratulate,HR 454,33291,2011_12
"Everton, Tyler; commend",HR 455,33292,2011_12
"Flory, Nate; commend",HR 456,33293,2011_12
Sergeant Jerry Bagley Memorial Bridge; Ware County; dedicate,HR 457,33310,2011_12
"Community Health, Department of; collect data on chronic obstructive pulmonary disease; encourage",HR 458,33311,2011_12
Professional Standards Commission; rule change on advance degree certificate upgrades; support,HR 459,33312,2011_12
Coach Billy Henderson Interchange; Bibb County; dedicate,HR 460,33362,2011_12
"Education, Department of and Professional Standards Commission; develop educator ethics course; direct",HR 461,33363,2011_12
"Ward, Mr. Hines; commend and invite to House",HR 462,33373,2011_12
Georgia Hispanic Chamber of Commerce; recognize,HR 463,33375,2011_12
"Jewish Heritage Month; September, 2011; recognize",HR 464,33377,2011_12
"Hollingsworth, William Glenn; Ms. Shari Spokes; commend",HR 465,33378,2011_12
"Healthy Kids Challenge Day at the state capitol; March 3, 2011; recognize",HR 466,33379,2011_12
"Carter, Brett; commend",HR 467,33380,2011_12
"Cox, Ms. Karen; commend",HR 468,33381,2011_12
St. Paul Missionary Baptist Church; 50th anniversary; recognize,HR 469,33382,2011_12
"Prostate Cancer Awareness Day; March 14, 2011; recognize",HR 470,33383,2011_12
Defense of Marriage Act; United States Congress defend challenges to constitutionality; urge,HR 471,33400,2011_12
"Claude A. Bray, Jr. Highway; City of Manchester, Georgia; dedicate",HR 472,33401,2011_12
McDuffie/Warren County Forestry Unit; commend and invite to House,HR 473,33433,2011_12
Emanuel County Forestry Unit; commend and invite to House,HR 474,33434,2011_12
Americus District; commend and invite to House,HR 475,33435,2011_12
"Sutherland, Mr. James Eugene ""Gene"", Sr.; commend and invite to House",HR 476,33436,2011_12
Mary Mac's Tea Room; 65th anniversary; commend and invite staff to House,HR 477,33437,2011_12
"Woolard, Catheren M.; commend",HR 478,33438,2011_12
"Coley, Mary Francis Hill; commend ",HR 479,33440,2011_12
"Howard, May duBignon Stiles; recognize",HR 480,33441,2011_12
"Carter, Lillian Gordy; recognize",HR 481,33442,2011_12
"Giddens, Dr. Don P.; recognize",HR 482,33443,2011_12
"Lampros, Bruce; recognize",HR 483,33444,2011_12
"Lewis, Tamla; Commissioner; commend",HR 484,33445,2011_12
Chattahoochee High School football team; congratulate,HR 485,33446,2011_12
"Nease, Mr. Lawton M., Jr.; condolences",HR 486,33447,2011_12
"Collard Green Festival; Port Wentworth, Georgia; 14th annual; recognize",HR 487,33448,2011_12
Year of Golf in Georgia; 2011; recognize,HR 488,33449,2011_12
Professional Learning Rules Task Force; establish,HR 489,33432,2011_12
"Claude A. Bray, Jr. Bridge; Meriwether County; dedicate",HR 490,33451,2011_12
Education; develop performance based coaching programs; encourage,HR 491,33464,2011_12
Professional Standards Commission; establish certification renewal rules; direct,HR 492,33465,2011_12
Adjournment; relative to,HR 493,33475,2011_12
Senior Airman Michael J. Buras Memorial Highway; Irwin County; dedicate,HR 494,33480,2011_12
Joint Higher Education Finance Study Committee; create,HR 495,33481,2011_12
Joint Study Committee on State-Local Government Mandate Review; create,HR 496,33495,2011_12
School systems; adopt policies that prohibit tobacco use; urge,HR 497,33496,2011_12
Georgia Second Chance Reintegration Initiative; bipartisan change; recognize,HR 498,33503,2011_12
WrestleMania XXVII; commend and invite representatives to House,HR 499,33508,2011_12
Taiwan; relations with the United States; commend,HR 500,33509,2011_12
"Murphy, Dillon Shane; commend",HR 501,33510,2011_12
"Cowart, Mr. Kaleb; recognize",HR 502,33511,2011_12
"Harrell, Bobby & Vivian; 50th wedding anniversary; commend",HR 503,33512,2011_12
Wiregrass Georgia Technical College; recognize,HR 504,33513,2011_12
"St. Patrick's Day Parade; Savannah, Georgia; members; recognize",HR 505,33514,2011_12
"C. Lloyd Smith Memorial Parkway; Ellijay, Georgia; Gilmer County; dedicate",HR 506,33522,2011_12
Carl Hamrick Memorial Highway; City of Gray; dedicate,HR 507,33526,2011_12
Charles Thomas Edwards Memorial Bridge; Jasper and Butts Counties; dedicate,HR 508,33527,2011_12
Ida Ware Scott Memorial Road; City of Lincolnton; dedicate,HR 509,33536,2011_12
State government; support nuclear and renewable energy; urge,HR 510,33539,2011_12
Walton High School girls tennis team; commend and invite to House,HR 511,33550,2011_12
Pope High School wrestling team; commend and invite to House,HR 512,33551,2011_12
"National Day of the Cowboy in Georgia; July 23, 2011; recognize",HR 513,33552,2011_12
"Griffis, Mr. William I.; commend",HR 514,33562,2011_12
"Erez, Shifra Bracha; commend",HR 515,33553,2011_12
"Sheffield, Mr. Mike; condolences",HR 516,33555,2011_12
"Jenkins, Ms. Cynthia Jackson; commend",HR 517,33556,2011_12
"Young, Bishop Alfreda W.; commend",HR 518,33557,2011_12
Georgia Downtown Association; commend,HR 519,33558,2011_12
House Study Committee on Renewable and Sustainable Energy in Georgia; create,HR 520,33587,2011_12
Terrell Academy Lady Eagles basketball team; commend and invite to House,HR 521,33600,2011_12
"Newton, Cameron Jerrell ""Cam""; Heisman Trophy; commend and invite to House",HR 522,33601,2011_12
"King, Mr. Raymond; president; Zoo Atlanta; commend and invite to House",HR 523,33602,2011_12
Lakeview Ft. Oglethorpe H.S. Academic Decathlon Team; commend & invite to House,HR 524,33603,2011_12
"Delta Sigma Theta Sorority, Inc.; commend and invite representatives to House",HR 525,33604,2011_12
"Links Day at the state capitol; March 21, 2011; recognize ",HR 526,33605,2011_12
Diabetes awareness; minority communities; recognize need,HR 527,33606,2011_12
Military personnel; organizations that provide support; honor,HR 528,33607,2011_12
"Tabak, Mrs. Jeanette Oppenheimer; commend",HR 529,33608,2011_12
"Phillips, Mrs. Verna; commend",HR 530,33609,2011_12
"Port Wentworth, City of; 40th annual Stand up for America Day; recognize",HR 531,33610,2011_12
"Lewis, Mrs. Myra commend",HR 532,33611,2011_12
"Dasher, Mr. James W.; commend",HR 533,33612,2011_12
"Daniel, Ms. Ann; commend",HR 534,33613,2011_12
"Utley, Mr. Jeffrey A.; commend",HR 535,33614,2011_12
"Driebe, Mr. Charles J. ""Chuck""; condolences",HR 536,33615,2011_12
"Holden, Dr. Lynne; Mr. Frank Walker; commend",HR 537,33616,2011_12
"Scruggs, Ms. Kathleen E.; commend",HR 538,33617,2011_12
"Stopp, Ms. Kelly; commend",HR 539,33618,2011_12
White County High School softball team; 2010; congratulate,HR 540,33619,2011_12
"Koehler, Mr. Don; Georgia Peanut Commission; commend",HR 541,33620,2011_12
Wilkinson County Middle School; recognize,HR 542,33621,2011_12
"Munsey, Cameron; commend",HR 543,33622,2011_12
"Anthony, Patrick; commend",HR 544,33623,2011_12
"Climmons, Brooks; commend",HR 545,33624,2011_12
Officer Kathy Cox Memorial Highway; Gordon County; dedicate,HR 546,33633,2011_12
SGT Harold Wiggins Memorial Bridge; Coffee County; dedicate,HR 547,33634,2011_12
Walton High School girls tennis team; commend and invite to House,HR 548,33654,2011_12
House Durable Medical Equipment Study Committee; create,HR 549,33658,2011_12
"Savannah, City of; consider issuing bonds to support cruise ship terminal; urge",HR 550,33675,2011_12
"Clergy Day; March 14, 2011; recognize and invite clergy to House",HR 551,33677,2011_12
Lassiter High School swim and dive team; commend and invite to House,HR 552,33678,2011_12
"Sweat, Keith; commend and invite to House",HR 553,33679,2011_12
"World Plumbing Day; March 11, 2011; recognize",HR 554,33680,2011_12
"Turkish-American Day at the state capitol; March 29, 2011; recognize",HR 555,33681,2011_12
"Advancement Via Individual Determination; AVID Day; March 23, 2011; recognize",HR 556,33682,2011_12
"Smith, Mr. Samuel ""Grady"", Sr.; commend",HR 557,33683,2011_12
"Vaughn, Reverend Grady B.; commend",HR 558,33684,2011_12
Leadership Georgia; commend,HR 559,33685,2011_12
Lockheed Martin Aeronautics Company; 60th anniversary; recognize,HR 560,33686,2011_12
"Exchange Club of Statesboro, Georgia; National Exchange Club; recognize",HR 561,33687,2011_12
Ford Retiree Timex Club; 5th annual Christmas banquet; recognize,HR 562,33698,2011_12
"Dean, Daniel; commend",HR 563,33689,2011_12
"Wilkins, Emily; commend",HR 564,33690,2011_12
"White, Casey; commend",HR 565,33691,2011_12
"Still, Thomas Andrew; commend",HR 566,33692,2011_12
"Owen, Dr. Marion; commend",HR 567,33693,2011_12
"Grindley, George ""Trey"" Howell, III; commend",HR 568,33694,2011_12
"Georgia Rides to the Capitol Day; March 22, 2011; declare",HR 569,33695,2011_12
"Rice, Mr. Bob; commend",HR 570,33696,2011_12
"Raisin, Mr. Saul; commend",HR 571,33697,2011_12
Lou Chastain Memorial Bridge; Pickens County; dedicate,HR 572,33688,2011_12
PFC Don Manac Memorial Bridge; Clinch and Echols Counties; dedicate,HR 573,33701,2011_12
Arts Clayton; 25th anniversary; recognize,HR 574,33723,2011_12
"Compton, Mr. Paul Allen; condolences",HR 575,33724,2011_12
Milton Martin Toyota of Gainesville; 50th anniversary; recognize,HR 576,33725,2011_12
Collins Hill High School wrestling team; congratulate,HR 577,33726,2011_12
Collins Hill High School boys soccer team; congratulate,HR 578,33727,2011_12
Collins Hill High School softball team; congratulate,HR 579,33728,2011_12
Collins Hill High School girls golf team; congratulate,HR 580,33730,2011_12
"Hale, Mr. Robert Norman, Sr.; condolences",HR 581,33733,2011_12
"Snellings, Lieutenant Colonel Frederick D., Jr.; condolences",HR 582,33731,2011_12
"Coca-Cola Company, The; 125th anniversary; commend",HR 583,33734,2011_12
Coach Jim Cavan Memorial Parkway; Upson County; dedicate,HR 584,33729,2011_12
"Trust funds administration; hazardous, solid waste management; create - CA",HR 585,33749,2011_12
United States Congress; F-35 Joint Strike Fighter Program; urge refrain cuts,HR 586,33757,2011_12
"Sinkfield, Honorable Georganna; commend and invite to House",HR 587,33758,2011_12
Temple Beth Tefilloh; commend,HR 588,33759,2011_12
"Farm to School Day at the state capitol; March 30, 2011; recognize",HR 589,33760,2011_12
"Cotton, Anthony; commend",HR 590,33761,2011_12
Boys & Girls Clubs of Georgia; Youth of the Year; recognize,HR 591,33762,2011_12
"Holt, James & Meredith; 50th wedding anniversary; recognize",HR 592,33763,2011_12
"Meyer, Ms. Katherine L.; recognize",HR 593,33764,2011_12
Blairsville Scottish Festival and Highland Games; commend,HR 594,33765,2011_12
"Lewis, Mrs. Jewell; commend",HR 595,33766,2011_12
"Liberty Day; March 16, 2011; recognize",HR 596,33777,2011_12
"Boylan, Colonel Tonya R.; commend",HR 597,33778,2011_12
Joint Study Committee on Renewable Energy Industries in Georgia; create,HR 598,33783,2011_12
"Young, Mr. Gilbert; Dr. Amelia Platts Boynton; commend and invite to House",HR 599,33822,2011_12
"Andrews, Mr. Alphonso; condolences",HR 600,33821,2011_12
"Robinson, Dr. Amelia Platts Boynton; recognize",HR 601,33823,2011_12
NAACP; Youth & College Division; recognize,HR 602,33824,2011_12
"Blogger Day at the state capitol; March 16, 2011; Georgia bloggers; recognize",HR 603,33825,2011_12
Lilburn Woman's Club; commend,HR 604,33826,2011_12
Evangelical Lutheran Church of the Ascension; recognize,HR 605,33827,2011_12
"Morris, Caleb; commend",HR 606,33828,2011_12
"Kappa Alpha Psi Fraternity, Inc.; recognize",HR 607,33829,2011_12
"Careers in Energy Week; October 17, 2011; recognize",HR 608,33830,2011_12
"Trotter, Mr. Daniel D. ""Dink"", Sr.; commend",HR 609,33831,2011_12
Harris Neck Land Trust; pursue return of land from federal government to McIntosh County; recognize,HR 610,33832,2011_12
Alexander High School; commend,HR 611,33835,2011_12
"Burroughs, Mr. Glenny Donald ""G.D."", II; commend",HR 612,33836,2011_12
"Cummings, Mrs. Alberta; commend",HR 613,33837,2011_12
"Burroughs, Mrs. Edna Wright; commend",HR 614,33838,2011_12
"Savannah, City of and Southeast LNG; form study committee; urge",HR 615,33840,2011_12
Cosmetic products; federal legislation to protect consumers; support,HR 616,33843,2011_12
Willou Copeland Smith Highway; Glynn County; dedicate,HR 617,33849,2011_12
Veal - Solomon Highway; Washington County; dedicate,HR 618,33854,2011_12
"Hanatani, Honorable Takuji; Japan; express condolences and invite to House",HR 619,33863,2011_12
Georgia Sheriffs' Association; representatives; commend and invite to House,HR 620,33864,2011_12
"Rhyant, Mr. Lee E.; commend",HR 621,33865,2011_12
"Dunson, Mrs. Louise; birthday greetings; express",HR 622,33866,2011_12
"Chester-Burton, Mrs. Kathy; commend",HR 623,33867,2011_12
"Angles, Ms. Eleanor; commend",HR 624,33868,2011_12
"Fielding, Ms. Candida; commend",HR 625,33869,2011_12
"Davis, Tiffany; commend",HR 626,33870,2011_12
"Thomas, Wren; commend",HR 627,33871,2011_12
"Herina, Britt; commend",HR 628,33872,2011_12
"Branham, Chris; commend",HR 629,33873,2011_12
"Vrtis, Adam; commend",HR 630,33874,2011_12
"Suilmann, Lauren; commend",HR 631,33875,2011_12
"Spinks, Nichole; commend",HR 632,33876,2011_12
"Childre, Elliot; commend",HR 633,33877,2011_12
"Boylan, Mitchell; commend",HR 634,33878,2011_12
"Hawk, Alex; commend",HR 635,33879,2011_12
"Ferguson, Chase; commend",HR 636,33880,2011_12
"Melton, Mr. Stephen A.; commend",HR 637,33881,2011_12
"Rhyant, Mr. Lee E.; commend",HR 638,33882,2011_12
"Bourne, Mr. Timothy M.; commend",HR 639,33883,2011_12
House Family Economic Security Study Committee; create,HR 640,33898,2011_12
Adjournment; relative to,HR 641,33906,2011_12
Raymond Royal Marshall Memorial Intersection; City of Atlanta; dedicate,HR 642,33910,2011_12
House Study Committee on the Equine Industry; create,HR 643,33913,2011_12
Youth Leadership Athens class; Athens Clarke County; commend & invite to House,HR 644,33914,2011_12
"Leitgeb, Mr. Richard Frank; commend and invite to House",HR 645,33915,2011_12
Southern Center for Human Rights; 35th anniversary; recognize,HR 646,33916,2011_12
"Britt, Mr. Kenneth F.; commend",HR 647,33917,2011_12
"Careers in Energy Week; October 17, 2011; recognize",HR 648,33918,2011_12
Psi State Georgia chapter of Delta Kappa Gamma Society International; recognize,HR 649,33919,2011_12
"Shipp, Mr. David L.; commend",HR 650,33920,2011_12
Monroe Area High School football team; commend,HR 651,33921,2011_12
"Sims, Marie Smith; celebrate life",HR 652,33922,2011_12
"Global Teachers Research and Resources, Inc.; commend",HR 653,33923,2011_12
"Hicks, Justin; commend",HR 654,33924,2011_12
Wilkinson County High School boys basketball team; commend,HR 655,33925,2011_12
"Franklin, Trent; commend",HR 656,33926,2011_12
"Snell, Steven; commend",HR 657,33927,2011_12
"Kemp, Jamie; commend",HR 658,33928,2011_12
"Crooms, Bobby; commend",HR 659,33929,2011_12
"Jones, Brad; commend",HR 660,33930,2011_12
"Williamson, Lynda B.; commend",HR 661,33931,2011_12
"Mercer, Jennifer; commend",HR 662,33932,2011_12
"Redding, Daniel; commend",HR 663,33933,2011_12
"Durden, Dustin; commend",HR 664,33934,2011_12
"Clark, Beth; commend",HR 665,33935,2011_12
"Lanier, Luke R.; commend",HR 666,33936,2011_12
"Whipple, Stephen; commend",HR 667,33937,2011_12
"Mitcham, Mr. Wil; commend",HR 668,33938,2011_12
"Leitgeb, Mr. Frank; commend",HR 669,33939,2011_12
North Metro Special Weapons and Tactics Team; commend,HR 670,33940,2011_12
"Hoyt, Jack; commend",HR 671,33941,2011_12
"Motorcycle Safety and Awareness Month; May, 2011; recognize",HR 672,33942,2011_12
"Heidel, Ms. Alva Eaton; commend",HR 673,33943,2011_12
Georgia Breast Cancer Coalition Fund; commend,HR 674,33944,2011_12
"Morrison, Mrs. Johnnie Mae Powell; condolences",HR 675,33945,2011_12
Phoebe Putney Memorial Hospital; commend and invite representatives to House,HR 676,33974,2011_12
"The Frame Source; Sandy Springs, Georgia; recognize",HR 677,33975,2011_12
"Schofield, Mr. Derrick D.; commend",HR 678,33976,2011_12
"Smith, Judge Larry; commend",HR 679,33977,2011_12
"King, Ruben & Novella; commend",HR 680,33978,2011_12
"Exchange Club of Dublin, Georgia; commend",HR 681,33979,2011_12
Frederica Academy boys basketball team; recognize,HR 682,33980,2011_12
"Bennett, Mrs. Lauri Jo; Lauri Jo's Southern Style Canning; recognize",HR 683,33981,2011_12
"Smith, Mr. Hoyt R.; commend",HR 684,33982,2011_12
"Smithgall, Mrs. Celestia ""Lessie"" Bailey; 100th birthday; commend",HR 685,33983,2011_12
"Sharrock, Patrick; Sharrock family; commend",HR 686,33984,2011_12
"Jarrard, Mrs. Mildred Anderson; condolences",HR 687,33985,2011_12
"Payne, Mrs. Hart Wilheit; commend",HR 688,33986,2011_12
"Pearson, Mrs. Evelyn Marie Tullis Roberts; condolences",HR 689,33987,2011_12
"Brown, Zack; commend",HR 690,33988,2011_12
House Study Committee on the Use and Development of Nuclear Plants in Georgia; create,HR 691,33993,2011_12
Boards of education; implement renewable energy systems; urge,HR 692,33994,2011_12
Residential developers and builders; offer solar energy system install; urge,HR 693,33995,2011_12
House Hydropower Study Committee; create,HR 694,33996,2011_12
"Davis, Ms. Amanda; commend and invite to House",HR 695,34032,2011_12
Arch Society; 20th anniversary; recognize,HR 696,34033,2011_12
New Era Missionary Baptist Convention of Georgia; commend,HR 697,34035,2011_12
"Connell, Caleb; commend",HR 698,34045,2011_12
"Harbert, Mrs. Mary Sidney Kelly; recognize",HR 699,34046,2011_12
"Kirkland, Mr. Zene William; condolences",HR 700,34047,2011_12
"Anderson, Mr. E. Lamar; condolences",HR 701,34048,2011_12
"Todd, Michelle; commend",HR 702,34049,2011_12
"Todd, Daphne; commend",HR 703,34050,2011_12
"Angles, Eleanor; commend",HR 704,34051,2011_12
Four County Area Exchange Club; National Exchange Club; recognize,HR 705,34052,2011_12
"Newsome, Zachary Sumner; commend",HR 706,34053,2011_12
"Owens, Braxton; commend",HR 707,34054,2011_12
"Colson, Debbie; commend",HR 708,34055,2011_12
"Kappa Alpha Psi Fraternity, Inc.; recognize",HR 709,34056,2011_12
"Owens, Brandon; commend",HR 710,34057,2011_12
"Rountree, Mr. Ross Lee; condolences",HR 711,34058,2011_12
Historic Demorest School; recognize,HR 712,34059,2011_12
Habersham County 10 and Under All-Star girls basketball team; recognize ,HR 713,34060,2011_12
Habersham County 12 and Under All-Star girls basketball team; recognize,HR 714,34061,2011_12
"Anglin, Mrs. Deborah A.; commend",HR 715,34062,2011_12
"Carter, Bishop C.L., Sr.; commend",HR 716,34063,2011_12
Rainbow PUSH Coalition; Citizenship Education Fund; recognize,HR 717,34064,2011_12
Private Homer C. Sumner Memorial Road; Berrien County; dedicate,HR 718,34043,2011_12
"Charles ""Chuck"" Burris Memorial Bridge; City of Atlanta; dedicate",HR 719,34044,2011_12
Atlanta Falcons; Arthur Blank; others; commend and invite to House,HR 720,34071,2011_12
South Dodge Elementary School washboard band; commend and invite to House,HR 721,34089,2011_12
Dunwoody Police Department; commend,HR 722,34090,2011_12
"Rucker, Anaiah; commend",HR 723,34091,2011_12
"Berryman, Ms. Loretta; commend",HR 724,34092,2011_12
"Ayers, Mrs. Hazel; commend",HR 725,34093,2011_12
"Cobb, Addison Forrest; commend",HR 726,34094,2011_12
"Lariscy, Michaela; commend",HR 727,34095,2011_12
"Lariscy, Mrs. Kelli; commend",HR 728,34096,2011_12
Georgia State Patrol Post 42; Motor Vehicle Safety Facility; commend,HR 729,34097,2011_12
"LaPorte, Kailyn; commend",HR 730,34098,2011_12
"Herbst, Dr. Susan; commend",HR 731,34099,2011_12
"Chaney, Mr. Daniel; commend",HR 732,34104,2011_12
"Dunbar, Michael; commend",HR 733,34105,2011_12
Emory University; 175th anniversary; recognize,HR 734,34100,2011_12
The Friends School of Atlanta; 20th anniversary; recognize,HR 735,34101,2011_12
"Ray, Honorable James ""Larry""; retirement; recognize",HR 736,34102,2011_12
"Calloway; Mr. Cason Jewell, Jr.; condolences",HR 737,34103,2011_12
United States Congress; propose Parental Rights Amendment; urge,HR 738,34088,2011_12
Lower Muskogee Creek Indian Tribe of Georgia; federal recognition; support,HR 739,34106,2011_12
"Landry, Sekondi; commend and invite to House",HR 740,34129,2011_12
Norcross High School girls basketball team; commend and invite to House,HR 741,34142,2011_12
Norcross High School boys basketball team; commend,HR 742,34143,2011_12
Mini America Park; commend,HR 743,34144,2011_12
"Vaughn, Cameron; commend",HR 744,34145,2011_12
"Sharrock, Patrick; Sharrock family; commend",HR 745,34146,2011_12
"Vaughn, Casey; commend",HR 746,34147,2011_12
"Ferraro, Ms. Geraldine A.; condolences",HR 747,34148,2011_12
"Clark, Susan Lott; commend",HR 748,34149,2011_12
"Screen, Robert Martin, Ph.D.; commend",HR 749,34150,2011_12
Slosheye Trail BIG PIG JIG; recognize,HR 750,34151,2011_12
"Clemmons, Mrs. Ofelia Sierra; commend",HR 751,34157,2011_12
"Hillman, Christina; commend",HR 752,34152,2011_12
"Larson, Ms. Kim; commend",HR 753,34153,2011_12
Clayton State University women's basketball team; commend,HR 754,34154,2011_12
"McDannald, Dr. E.R. ""Skip""; commend",HR 755,34155,2011_12
"Fetzer, Mr. Tim; condolences",HR 756,34156,2011_12
House State Health Benefit Plan Study Committee; create,HR 757,34141,2011_12
Health care professionals; cultural competency training; urge,HR 758,34158,2011_12
"Peney, Sergeant Jonathan K. ""Doc""; United States Army Ranger; condolences ",HR 759,34160,2011_12
Jackson County; conveyance of state owned property; authorize,HR 760,34162,2011_12
Sales and use tax; authorize without all independent school participation; allow - CA,HR 761,34163,2011_12
Multi-Agency Victim Services Partnership; Victim Services Day; Apr. 1; recognize,HR 762,34175,2011_12
"Chang Bin Yim Day at the capitol; March 31, 2011; recognize",HR 763,34176,2011_12
"Emerson, Patrick; commend",HR 764,34177,2011_12
"Rich, Hunter; commend",HR 765,34178,2011_12
"Rondone, Joseph Eugene; commend",HR 766,34179,2011_12
"Roberts, Ms. Mary Lou; condolences",HR 767,34180,2011_12
Rocky Mount Elementary School; commend,HR 768,34181,2011_12
Pope High School; commend,HR 769,34182,2011_12
Pope High School girls volleyball team; commend,HR 770,34183,2011_12
Lassiter High School; commend,HR 771,34184,2011_12
Mountain View Elementary School; commend,HR 772,34185,2011_12
Walton High School girls tennis team; commend,HR 773,34186,2011_12
Mt. Bethel Elementary School; commend,HR 774,34187,2011_12
Murdock Elementary School; recognize,HR 775,34188,2011_12
Dickerson Middle School; commend,HR 776,34189,2011_12
East Side Elementary School; commend,HR 777,34190,2011_12
Shallowford Falls Elementary School; commend,HR 778,34191,2011_12
Tritt Elementary School; commend,HR 779,34192,2011_12
Dodgen Middle School; commend,HR 780,34193,2011_12
Hightower Trail Middle School; commend,HR 781,34194,2011_12
Timber Ridge Elementary School; commend,HR 782,34195,2011_12
"Banks, Mrs. Yvonne Stokes; condolences",HR 783,34196,2011_12
"King, Mr. William C.; commend",HR 784,34197,2011_12
Buford High School football team; 2010; commend,HR 785,34198,2011_12
Buford High School girls basketball team; 2010; commend,HR 786,34199,2011_12
Georgia Justice Project; 25th anniversary; commend ,HR 787,34200,2011_12
Eastside High School Academic Team; commend,HR 788,34201,2011_12
House Interns for the 2011 Regular Session; commend,HR 789,34202,2011_12
Ga. Nat. Guard Youth ChalleNGe Program; Fort Stewart & Fort Gordon; recognize,HR 790,34204,2011_12
Adjournment; relative to,HR 791,34212,2011_12
House Study Committee on the National Popular Vote Initiative; create,HR 792,34214,2011_12
"Morgan, Vanessa F. Booker; condolences",HR 793,34215,2011_12
Miracle's Mile; Miracle Parham Williams; honor,HR 794,34216,2011_12
"Nguyen, Davis; commend",HR 795,34217,2011_12
"Hooten, Tetse; commend",HR 796,34218,2011_12
"Kemp, Kandy; commend",HR 797,34219,2011_12
"Register, Natalie; commend",HR 798,34221,2011_12
"Turner, Ashley; commend",HR 799,34222,2011_12
"Ward, Nancy; commend",HR 800,34223,2011_12
"Johnson, Roban; commend",HR 801,34224,2011_12
"Beaver, Jenifer; commend",HR 802,34225,2011_12
Georgia School Boards Association; recognize,HR 803,34226,2011_12
"Cammon, Deputy William ""Willie"" Amos; condolences",HR 804,34227,2011_12
Vietnam Veterans Memor. Traveling Wall; Coweta County; efforts to bring; commend,HR 805,34228,2011_12
Roscoe Jenkins Funeral Home; 100th anniversary; commend,HR 806,34229,2011_12
"Taylor, Mr. Jerome; commend",HR 807,34230,2011_12
Gambling Addiction Trust Fund; create - CA,HR 808,34232,2011_12
Alcohol Abuse Trust Fund; create - CA,HR 809,34233,2011_12
House State Health Insurance Plan Alternative Funding Study Committee; create,HR 810,34265,2011_12
"Massey, Cameryn; commend",HR 811,34291,2011_12
"Bradley, Dr. John ""Doc"", Sr.; commend",HR 812,34292,2011_12
University Hospital; Augusta; cardiac ablation staff; recognize,HR 813,34293,2011_12
"Johansen, Eric; commend",HR 814,34294,2011_12
"Hawkins, Mrs. Geneva; 100th birthday; recognize",HR 815,34295,2011_12
"McCain, Susan; commend",HR 816,34296,2011_12
"Musick, Evan; commend",HR 817,34297,2011_12
"Cramer, Courtney; commend",HR 818,34298,2011_12
"Greenberg, Zeb; commend",HR 819,34299,2011_12
"Vancuren, Jared; commend",HR 820,34300,2011_12
"Cook, Ms. Jessica; commend",HR 821,34301,2011_12
"Culbert, Angela; commend",HR 822,34302,2011_12
"McGraw, Dr. Bob; commend",HR 823,34303,2011_12
"Tucker, Otho; commend",HR 824,34304,2011_12
"Wall, Russell; commend",HR 825,34305,2011_12
"Ward, Janell; commend",HR 826,34306,2011_12
"McNeill, Robbie; commend",HR 827,34307,2011_12
The Farmers Bank; 100th anniversary; recognize,HR 828,34308,2011_12
